,Score,Type,Text,BeginOffset,EndOffset
153,0.999471127986908,PERSON,Lina,4501,4505
154,0.9195435643196106,PERSON,SULTAN,4,10
155,0.9850918650627136,PERSON,Sultan,50,56
156,0.7785022854804993,QUANTITY,one day,114,121
157,0.9548228979110718,PERSON,Sultan,230,236
158,0.9936920404434204,DATE,tomorrow morning,237,253
159,0.9920493960380554,DATE,tomorrow,648,656
160,0.9426189064979553,PERSON,Sultan,703,709
161,0.9833764433860779,DATE,tomorrow,840,848
162,0.9267299175262451,PERSON,Sultan,1814,1820
163,0.9449914693832397,PERSON,Sultan,1964,1970
164,0.892321765422821,PERSON,Sultan,2220,2226
165,0.8810975551605225,QUANTITY,one,2420,2423
166,0.8411690592765808,PERSON,Sultan,2478,2484
167,0.9818330407142639,QUANTITY,one night,2568,2577
168,0.9912403225898743,PERSON,Sultan,2606,2612
169,0.9280774593353271,PERSON,Sultan,2890,2896
170,0.9231113195419312,DATE,next morning,2957,2969
171,0.9785011410713196,PERSON,Sultan,3006,3012
172,0.9918889403343201,PERSON,Sultan,3060,3066
173,0.9922037124633789,QUANTITY,second,3101,3107
174,0.8623325824737549,QUANTITY,three-legged cat,3131,3147
175,0.987924337387085,QUANTITY,first,3304,3309
176,0.9892296195030212,PERSON,Sultan,3468,3474
177,0.9574064612388611,PERSON,Sultan,3704,3710
178,0.9250127673149109,QUANTITY,one,3893,3896
179,0.9126741290092468,PERSON,Sultan,4382,4388
180,0.7714700102806091,QUANTITY,SECOND STORY,0,12
181,0.9974472522735596,PERSON,Fox,26,29
182,0.9963536262512207,PERSON,Fox,127,130
183,0.9568620920181274,PERSON,Cat,200,203
184,0.739222526550293,LOCATION,Kehrewit,207,215
185,0.9904325604438782,PERSON,Cat,394,397
186,0.9971879124641418,PERSON,Fox,427,430
187,0.9947006702423096,PERSON,Fox,572,575
188,0.9935136437416077,QUANTITY,five gold rings,816,831
189,0.9987908005714417,PERSON,Fox,888,891
190,0.9974521994590759,PERSON,Fox,977,980
191,0.8976772427558899,QUANTITY,one,1233,1236
192,0.9985501170158386,PERSON,Fox,1272,1275
193,0.997526228427887,PERSON,Fox,1402,1405
194,0.9980792999267578,PERSON,Fox,1552,1555
195,0.466950386762619,QUANTITY,one,1792,1795
196,0.9988436698913574,PERSON,Fox,1855,1858
197,0.4441068470478058,ORGANIZATION,FOX,4,7
198,0.997163712978363,PERSON,Fox,228,231
199,0.7080705165863037,QUANTITY,one,707,710
200,0.8538134694099426,QUANTITY,hundred arts,900,912
201,0.9933227896690369,QUANTITY,four dogs,1087,1096
202,0.9961315393447876,PERSON,Fox,1234,1237
203,0.9951404333114624,PERSON,Fox,1350,1353
204,0.9842960238456726,QUANTITY,hundred arts,1386,1398
205,0.48199892044067383,TITLE,THE FOX AND THE HORSE,0,21
206,0.9211373925209045,QUANTITY,one house,699,708
207,0.7312814593315125,QUANTITY,so many years,763,776
208,0.9475774168968201,QUANTITY,one day,527,534
209,0.9612499475479126,QUANTITY,two,742,745
210,0.9852333664894104,QUANTITY,three,1129,1134
211,0.953453540802002,QUANTITY,four times,1138,1148
212,0.9227152466773987,DATE,next morning,1480,1492
213,0.9555696845054626,QUANTITY,two,2123,2126
214,0.9637314081192017,QUANTITY,both,2777,2781
215,0.7377402782440186,QUANTITY,a few half-pence,732,748
216,0.9687488675117493,QUANTITY,four years old,835,849
217,0.40774184465408325,PERSON,BEE,10,13
218,0.974562406539917,QUANTITY,Two kings’,15,25
219,0.9862046241760254,QUANTITY,two elder brothers,577,595
220,0.9979961514472961,QUANTITY,two brothers,905,917
221,0.9941574335098267,QUANTITY,two,934,937
222,0.9978461265563965,QUANTITY,two brothers,1153,1165
223,0.9970941543579102,QUANTITY,three brothers,1375,1389
224,0.994820237159729,QUANTITY,three locks,1607,1618
225,0.9886437058448792,QUANTITY,once,1788,1792
226,0.9821917414665222,QUANTITY,twice,1796,1801
227,0.9937975406646729,QUANTITY,third time,1847,1857
228,0.994986891746521,QUANTITY,each,2056,2060
229,0.8656876087188721,DATE,next morning,2092,2104
230,0.9977025985717773,QUANTITY,three tablets,2176,2189
231,0.9973140954971313,QUANTITY,first tablet,2273,2285
232,0.9723933339118958,QUANTITY,thousand pearls,2330,2345
233,0.9964572787284851,QUANTITY,first hundred,2605,2618
234,0.5610713958740234,DATE,next day,2681,2689
235,0.9882725477218628,QUANTITY,second brother,2694,2708
236,0.9864789843559265,QUANTITY,first,2765,2770
237,0.8320783972740173,QUANTITY,second hundred of the pearls,2799,2827
238,0.9185903072357178,QUANTITY,five thousand ants,3138,3156
239,0.9913249611854553,QUANTITY,second tablet,3245,3258
240,0.997635543346405,QUANTITY,two ducks,3393,3402
241,0.9924256205558777,QUANTITY,third task,3514,3524
242,0.9928679466247559,QUANTITY,three daughters,3603,3618
243,0.5404656529426575,QUANTITY,a piece of sugar,3714,3730
244,0.90129154920578,QUANTITY,three,3973,3978
245,0.9984878897666931,QUANTITY,two brothers,4314,4326
246,0.9972022175788879,QUANTITY,two sisters,4345,4356
247,0.9455916285514832,QUANTITY,one,295,298
248,0.9688155055046082,QUANTITY,two,438,441
249,0.9990323781967163,QUANTITY,sixty,1002,1007
250,0.9676382541656494,QUANTITY,two others,1397,1407
251,0.9421690106391907,QUANTITY,one bank,1751,1759
252,0.9949583411216736,QUANTITY,two pieces,2067,2077
253,0.9952623844146729,QUANTITY,THREE LANGUAGES,4,19
254,0.999277651309967,LOCATION,Switzerland,49,60
255,0.9009619355201721,QUANTITY,a year,747,753
256,0.9877440929412842,QUANTITY,third master,1094,1106
257,0.9949264526367188,QUANTITY,third master,1224,1236
258,0.7124879360198975,DATE,this year,1363,1372
259,0.8728225231170654,QUANTITY,one hair,2760,2768
260,0.9452265501022339,DATE,Next morning,2782,2794
261,0.9992965459823608,LOCATION,Rome,3669,3673
262,0.9991090893745422,LOCATION,Rome,3885,3889
263,0.88018798828125,PERSON,Pope,3901,3905
264,0.9892553091049194,QUANTITY,two snow-white doves,4231,4251
265,0.42238834500312805,PERSON,Pope,4700,4704
266,0.9715873599052429,QUANTITY,one word,4751,4759
267,0.9953070878982544,QUANTITY,two doves,4775,4784
268,0.8768184185028076,ORGANIZATION,MRS FOX,15,22
269,0.4843082129955292,PERSON,Queen,812,817
270,0.6942150592803955,PERSON,Queen,1045,1050
271,0.9988922476768494,QUANTITY,five,1095,1099
272,0.866073727607727,QUANTITY,six young ones,1103,1117
273,0.8839951157569885,PERSON,King,1217,1221
274,0.7343253493309021,QUANTITY,one,1657,1660
275,0.8119473457336426,QUANTITY,four-footed animals,2102,2121
276,0.6337544322013855,QUANTITY,every,2185,2190
277,0.5722172856330872,LOCATION,earth,2208,2213
278,0.9585251808166504,QUANTITY,four-footed animals,3303,3322
279,0.7356321811676025,QUANTITY,every one,3498,3507
280,0.9857776761054993,QUANTITY,both sides,3538,3548
281,0.9946326613426208,QUANTITY,first string,3723,3735
282,0.9922142624855042,QUANTITY,one leg,3766,3773
283,0.991502583026886,QUANTITY,second sting,3850,3862
284,0.9817102551460266,QUANTITY,third,3914,3919
285,0.9626075625419617,QUANTITY,each,4068,4072
286,0.6573679447174072,QUANTITY,every rib,4575,4584
